Instance,Cost_Best,Cost_Worst,Cost_Avg,Time_Best_ms,Time_Worst_ms,Time_Avg_ms,Improvement_Best_%,Improvement_Worst_%,Improvement_Avg_%,Runs_Completed
wrp3-75.stp,7501025.0,7501030.0,7501027.1,341912.845,382559.478,359519.685,0.0,0.0,0.0,10
wrp3-76.stp,7601043.0,7601056.0,7601051.5714,456148.118,517228.592,484252.609,0.0,0.0,0.0,7
wrp3-78.stp,7801155.0,7801161.0,7801158.0,1220270.007,1291814.54,1256042.274,0.0,0.0,0.0,2
wrp3-79.stp,7900456.0,7900463.0,7900459.2,222961.812,250449.354,237637.046,0.0,0.0,0.0,10
wrp3-80.stp,8000881.0,8000891.0,8000884.5,553059.321,619141.768,592224.241,0.0,0.0,0.0,6
wrp3-83.stp,8300937.0,8300942.0,8300939.5,1279573.363,1395723.677,1337648.52,0.0,0.0,0.0,2
wrp3-84.stp,8401129.0,8401158.0,8401139.0,732654.026,788340.448,766242.671,0.0,0.0,0.0,4
wrp3-85.stp,8500762.0,8500774.0,8500768.0,227409.774,255534.515,240836.256,0.0,0.0,0.0,10
wrp3-86.stp,86000778.0,86000790.0,86000786.4,636803.085,754421.227,712890.701,0.0,0.0,0.0,5
wrp3-88.stp,88001180.0,88001197.0,88001186.5,395239.165,461018.127,423944.006,0.0,0.0,0.0,8
wrp3-91.stp,91000897.0,91000908.0,91000901.0,552269.379,611938.786,588785.459,0.0,0.0,0.0,6
wrp3-92.stp,92000791.0,92000797.0,92000792.8,573437.954,625009.542,597478.1,0.0,0.0,0.0,5
wrp3-94.stp,94001201.0,94001215.0,94001206.6,642464.097,709714.01,677474.402,0.0,0.0,0.0,5
wrp3-96.stp,96001220.0,96001230.0,96001224.0,961005.013,1020644.68,995303.124,0.0,0.0,0.0,3
wrp3-98.stp,98001278.0,98001282.0,98001280.0,773465.091,818506.015,794926.037,0.0,0.0,0.0,4
wrp3-99.stp,99001137.0,99001140.0,99001138.5,1143208.343,1241077.213,1192142.778,0.0,0.0,0.0,2
wrp4-11.stp,1100190.0,1100190.0,1100190.0,1300.832,1368.997,1340.545,0.0,0.0,0.0,10
wrp4-13.stp,1300814.0,1300814.0,1300814.0,2533.023,2800.346,2635.45,0.0,0.0,0.0,10
wrp4-14.stp,1400292.0,1400292.0,1400292.0,2754.722,3044.044,2923.492,0.0,0.0,0.0,10
wrp4-15.stp,1500407.0,1500407.0,1500407.0,10069.147,11075.503,10533.86,0.01,0.0,0.0,10
wrp4-16.stp,1601193.0,1601193.0,1601193.0,14847.114,17462.319,16007.801,0.01,0.0,0.01,10
wrp4-17.stp,1700525.0,1700526.0,1700525.6,8951.122,9514.968,9244.88,0.0,0.0,0.0,10
wrp4-18.stp,1801465.0,1801467.0,1801465.4,9291.419,10661.045,10107.266,0.0,0.0,0.0,10
wrp4-19.stp,1901446.0,1901446.0,1901446.0,4948.241,5431.788,5160.021,0.0,0.0,0.0,10
wrp4-21.stp,2103471.0,2103473.0,2103471.9,37634.317,43103.023,39959.244,0.01,0.0,0.01,10
wrp4-22.stp,2200397.0,2200404.0,2200402.1,17864.781,19403.549,18382.564,0.0,0.0,0.0,10
wrp4-23.stp,2300395.0,2300397.0,2300395.4,15599.709,18111.315,16730.39,0.0,0.0,0.0,10
wrp4-24.stp,2403338.0,2403374.0,2403362.4,29731.559,35726.792,32482.693,0.01,0.0,0.01,10
wrp4-25.stp,2500828.0,2500836.0,2500832.4,21016.318,23335.419,22137.785,0.0,0.0,0.0,10
wrp4-26.stp,2600444.0,2600451.0,2600447.3,28196.278,33092.339,30572.849,0.0,0.0,0.0,10
wrp4-27.stp,2700459.0,2700470.0,2700463.6,17336.851,19441.58,18360.962,0.0,0.0,0.0,10
wrp4-28.stp,2800468.0,2800472.0,2800471.0,20992.113,23905.094,22307.642,0.0,0.0,0.0,10
wrp4-29.stp,2900484.0,2900497.0,2900490.9,26506.651,28172.987,27426.994,0.0,0.0,0.0,10
wrp4-30.stp,3000529.0,3000533.0,3000531.4,37946.246,43230.652,40259.211,0.0,0.0,0.0,10
wrp4-31.stp,3100541.0,3100543.0,3100542.0,37708.402,42203.86,39664.954,0.0,0.0,0.0,10
wrp4-32.stp,3200570.0,3200573.0,3200570.5,26009.547,28457.615,27229.396,0.0,0.0,0.0,10
wrp4-33.stp,3300656.0,3300658.0,3300656.8,18020.885,19551.503,18652.45,0.0,0.0,0.0,10
wrp4-34.stp,3400533.0,3400552.0,3400544.8,33569.801,38358.746,36882.134,0.0,0.0,0.0,10
wrp4-35.stp,3500623.0,3500639.0,3500631.6,60932.924,68512.943,65681.554,0.0,0.0,0.0,10
wrp4-36.stp,3600598.0,3600616.0,3600604.8,47503.904,52226.365,49158.54,0.0,0.0,0.0,10
wrp4-37.stp,3700662.0,3700682.0,3700671.6,67418.57,75913.151,72369.951,0.0,0.0,0.0,10
wrp4-38.stp,3800614.0,3800634.0,3800626.4,34271.219,37093.466,35483.596,0.0,0.0,0.0,10
wrp4-39.stp,3903743.0,3903756.0,3903749.9,165389.197,193161.608,175553.666,0.01,0.0,0.0,10
wrp4-40.stp,4000761.0,4000774.0,4000768.2,81509.058,87119.122,84852.914,0.0,0.0,0.0,10
wrp4-41.stp,4100702.0,4100713.0,4100707.9,67740.608,76909.901,71724.905,0.0,0.0,0.0,10
wrp4-42.stp,4200710.0,4200724.0,4200716.2,99896.398,108704.661,103770.953,0.0,0.0,0.0,10
wrp4-43.stp,4301527.0,4301538.0,4301533.9,187192.543,198692.761,192526.617,0.01,0.0,0.0,10
wrp4-44.stp,4401512.0,4401521.0,4401515.2,42031.271,48067.763,44845.1,0.0,0.0,0.0,10
wrp4-45.stp,4500748.0,4500787.0,4500773.8,33619.992,38019.446,35075.524,0.0,0.0,0.0,10
